protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,phase_PHASE2_PHASE3,phase_PHASE3
NCT01369329,701.0,731.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,4,3,1,0,2,7.0,9.0,3,1,1.0,1,1.0,1.0,4.0,769.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,42.0,56.0,4320,14,0.68,False,True
NCT02709512,1840.0,1840.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,45,2,10.0,5.0,2,1,1.0,1,1.0,1.0,3.0,249.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,540.0,540.0,4320,14,0.68,True,False
NCT03764007,1713.0,1713.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,1,2,1,0,4.0,4.0,2,0,0.0,2,0.0,1.0,0.0,98.0,False,0,1,0,0,1,0,0,1,0,0,0,0,0,365.0,365.0,1080,360,0.175,True,False
NCT02253459,762.0,1597.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,11,1,11.0,8.0,2,1,1.0,1,1.0,1.0,0.0,405.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,730.0,1460.0,1825,365,0.99,False,True
NCT02820948,425.0,425.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,2,0,1,1.0,4.0,1,0,1.0,0,1.0,1.0,2.0,108.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,30.0,,4320,14,0.68,False,True
NCT01673867,825.0,3332.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,119,2,10.0,26.0,2,1,1.0,1,0.0,1.0,0.0,582.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,870.0,3300.0,49,14,0.99,False,True
NCT03201601,455.0,459.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,0,1,4.0,6.0,2,1,1.0,1,1.0,1.0,4.0,60.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,4320,14,0.68,True,False
NCT02551159,1726.0,2045.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,197,2,7.0,5.0,7,1,1.0,1,1.0,1.0,0.0,823.0,False,1,0,0,0,0,0,0,1,0,1,1,1,0,1460.0,1460.0,49,14,0.99,False,True
NCT03259620,296.0,373.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,2,35,0,12.0,20.0,2,1,1.0,1,1.0,1.0,4.0,491.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,126.0,126.0,4320,14,0.68,False,True
NCT03511664,974.0,2024.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,88,2,39.0,21.0,2,1,1.0,1,1.0,1.0,0.0,831.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1290.0,1290.0,1080,360,0.175,False,True
NCT02474355,1308.0,1308.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,201,1,12.0,12.0,5,1,0.0,1,0.0,1.0,0.0,3017.0,False,1,0,0,0,1,0,0,1,0,0,1,0,1,1290.0,1290.0,49,14,0.99,False,True
NCT01839773,883.0,883.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,12,1,13.0,20.0,2,1,1.0,1,0.0,1.0,0.0,238.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,120.0,720.0,4320,14,0.68,False,True
NCT03506815,426.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,1,1,1.0,25.0,1,0,1.0,1,1.0,1.0,0.0,100.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,180.0,180.0,4320,14,0.68,False,True
NCT02349763,152.0,183.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,12.0,8.0,2,0,1.0,1,1.0,1.0,2.0,260.0,True,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0,28.0,4320,14,0.68,False,True
NCT01341782,336.0,336.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,45,1,2.0,5.0,4,1,1.0,1,0.0,1.0,2.0,255.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,77.0,77.0,1080,360,0.175,False,True
NCT01544179,781.0,2806.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,61,1,6.0,7.0,4,1,1.0,1,1.0,1.0,4.0,265.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,350.0,56.0,49,14,0.99,False,True
NCT05862441,729.0,729.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,2,1,1,8.0,6.0,2,0,1.0,0,0.0,1.0,4.0,260.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,365.0,4320,14,0.68,True,False
NCT01853826,1748.0,3885.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,118,1,14.0,12.0,1,1,0.0,1,1.0,1.0,0.0,481.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,720.0,,49,14,0.99,False,True
NCT04124965,673.0,673.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,43,2,4.0,15.0,1,1,0.0,1,1.0,1.0,0.0,71.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,420.0,420.0,4320,14,0.68,False,True
NCT03565354,730.0,730.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,1,1,5.0,8.0,1,0,1.0,0,1.0,1.0,3.0,40.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,70.0,84.0,1080,360,0.175,False,True
NCT01387269,915.0,1311.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,0,2,14.0,16.0,2,1,1.0,1,1.0,1.0,4.0,484.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,49,14,0.99,False,True
NCT02172976,1887.0,2008.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,13.0,26.0,5,0,1.0,1,1.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,720.0,720.0,1440,360,0.99,True,False
NCT03989037,1399.0,1399.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,1,1,27.0,21.0,4,1,1.0,1,1.0,1.0,2.0,580.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,21.0,21.0,1825,365,0.99,False,True
NCT01503515,2476.0,3115.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,0,49,2,20.0,9.0,4,0,1.0,1,1.0,1.0,0.0,292.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,42.0,,1095,730,0.65,False,True
NCT01661270,822.0,1095.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,37,1,3.0,4.0,2,1,1.0,1,1.0,1.0,2.0,332.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,801.0,948.0,1080,360,0.175,False,True
NCT02260505,3264.0,3264.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,5,2,1,17,1,26.0,12.0,1,0,1.0,1,1.0,1.0,0.0,136.0,False,0,0,1,0,0,0,0,1,0,0,1,0,1,2190.0,2190.0,4320,14,0.68,False,True
NCT01387282,854.0,1311.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,0,2,14.0,16.0,2,1,1.0,1,1.0,1.0,4.0,495.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,49,14,0.99,False,True
NCT01350804,1249.0,1249.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,4,1,117,2,18.0,7.0,3,1,1.0,1,1.0,1.0,4.0,551.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,168.0,168.0,4320,14,0.68,False,True
NCT01287624,1155.0,1155.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,13.0,10.0,2,0,1.0,0,0.0,1.0,0.0,240.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,42.0,42.0,1825,365,0.99,False,True
NCT02406092,2087.0,2087.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,13,1,3.0,2.0,6,1,0.0,1,1.0,1.0,0.0,122.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,960.0,720.0,730,180,0.83,False,True
NCT02120898,202.0,202.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,27,0,8.0,18.0,3,1,1.0,1,0.0,1.0,3.0,467.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,98.0,98.0,49,14,0.99,False,True
NCT03621280,1454.0,1454.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,1,1,30,2,30.0,10.0,1,1,0.0,1,0.0,1.0,0.0,51.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1095.0,,4320,14,0.68,False,True
NCT01411176,243.0,274.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,6.0,15.0,2,1,1.0,1,0.0,1.0,3.0,85.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7.0,4320,14,0.68,False,True
NCT02247232,2402.0,2643.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,7,1,14.0,6.0,2,1,1.0,1,1.0,1.0,4.0,793.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1825.0,,1080,360,0.175,False,True
NCT01989676,912.0,2315.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,188,2,7.0,5.0,4,1,1.0,1,1.0,1.0,4.0,707.0,False,1,0,0,0,0,0,0,1,0,1,1,1,0,231.0,2190.0,1825,365,0.99,False,True
NCT01821391,184.0,243.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,18,1,2.0,5.0,3,1,0.0,1,0.0,1.0,1.0,131.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,,4320,14,0.68,False,True
NCT02673008,1028.0,1460.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,1,2,1,1,3.0,2.0,1,0,0.0,0,1.0,1.0,0.0,206.0,False,0,0,1,0,0,0,0,0,0,1,1,0,0,365.0,365.0,1095,730,0.65,True,False
NCT03969121,891.0,891.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,2,2,1,25,1,14.0,49.0,2,0,1.0,1,1.0,1.0,4.0,141.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,120.0,120.0,1825,365,0.99,False,True
NCT01385137,669.0,759.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,292,0,36.0,6.0,2,0,1.0,1,1.0,1.0,3.0,262.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,84.0,175.0,1825,365,0.99,False,True
NCT02499783,641.0,851.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,0,1,7.0,7.0,2,1,1.0,1,0.0,1.0,4.0,205.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,28.0,182.0,4320,14,0.68,False,True
NCT02600923,1138.0,1138.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,24,1,13.0,11.0,2,1,1.0,1,0.0,1.0,0.0,131.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1095.0,1095.0,1825,365,0.99,False,True
NCT02611804,305.0,305.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,30,0,9.0,20.0,3,1,1.0,1,0.0,1.0,4.0,492.0,True,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,,49,14,0.99,False,True
NCT02594371,1331.0,2402.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,45,1,22.0,24.0,2,1,1.0,1,1.0,1.0,0.0,402.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1440.0,1440.0,1825,365,0.99,False,True
NCT02103322,28.0,120.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,5,1,5.0,7.0,2,1,2.0,1,1.0,1.0,0.0,48.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.0,1095,730,0.65,True,False
NCT01426880,639.0,731.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,8,2,1,3,1,37.0,39.0,2,0,1.0,1,1.0,1.0,0.0,595.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,168.0,1825.0,1825,365,0.99,True,False
NCT03158688,761.0,1767.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,113,2,20.0,10.0,3,1,1.0,1,1.0,1.0,0.0,466.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,716.1,1740.0,180,90,0.598,False,True
NCT02066636,2737.0,2737.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,134,2,20.0,19.0,1,1,1.0,1,0.0,1.0,0.0,1428.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,2640.0,2640.0,49,14,0.99,False,True
NCT04410133,952.0,952.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,1,1,19,0,8.0,1.0,1,1,0.0,1,0.0,1.0,0.0,151.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,4320,14,0.68,False,True
NCT01419665,1317.0,2244.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,153,1,3.0,6.0,2,1,1.0,1,1.0,1.0,4.0,629.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,168.0,1095.0,730,180,0.83,False,True
NCT02375828,350.0,1585.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,1,0,1,1,4.0,11.0,1,0,0.0,1,1.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,90.0,90.0,4320,14,0.68,False,True
NCT01905943,1151.0,1799.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,1,1,174,1,11.0,21.0,5,1,0.0,1,1.0,1.0,0.0,979.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,1825.0,1095,730,0.65,False,True
NCT02950051,2634.0,2634.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,4,1,161,1,14.0,27.0,7,0,1.0,1,1.0,1.0,0.0,926.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,2190.0,2190.0,1095,730,0.65,False,True
NCT01818752,1103.0,1215.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,213,2,12.0,6.0,4,1,1.0,1,1.0,1.0,0.0,955.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,666.0,675.0,180,90,0.598,False,True
NCT01850303,1922.0,2451.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,78,1,6.0,8.0,3,0,1.0,1,1.0,1.0,0.0,632.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,450.0,210.0,49,14,0.99,False,True
NCT03125902,812.0,1971.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,161,2,17.0,15.0,3,1,1.0,1,1.0,1.0,2.0,653.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,780.0,1980.0,1825,365,0.99,False,True
NCT01824459,2070.0,2070.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,22.0,22.0,3,0,1.0,0,0.0,1.0,0.0,576.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,547.5,547.5,4320,14,0.68,False,True
NCT02697734,989.0,1550.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,36,2,14.0,22.0,2,1,1.0,1,1.0,1.0,3.0,73.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,336.0,4320,14,0.68,False,True
NCT01670721,1034.0,1034.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,1,1,7.0,4.0,4,1,0.0,1,0.0,1.0,0.0,175.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,723.0,693.0,1080,360,0.175,False,True
NCT02395172,974.0,1715.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,260,2,21.0,20.0,2,1,1.0,1,1.0,1.0,0.0,792.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1420.0,1420.0,49,14,0.99,False,True
NCT01336205,610.0,610.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,170,2,10.0,5.0,2,1,1.0,1,0.0,1.0,0.0,844.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,,4320,14,0.68,False,True
NCT02267343,670.0,2284.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,49,1,6.0,4.0,2,1,1.0,1,1.0,1.0,4.0,493.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,900.0,900.0,4320,14,0.68,False,True
NCT03822507,898.0,898.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,34,1,5.0,8.0,2,1,1.0,1,0.0,1.0,2.0,404.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,364.0,364.0,1080,360,0.175,False,True
NCT01667419,1733.0,2118.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,4,1,207,2,9.0,16.0,2,1,1.0,1,1.0,1.0,2.0,498.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1642.5,2190.0,730,150,0.94,False,True
NCT01755767,1552.0,1677.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,4,1,0,2,10.0,17.0,2,1,1.0,1,1.0,1.0,4.0,383.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1080.0,1460.0,1080,360,0.175,False,True
NCT03257267,1287.0,2053.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,2,2,1,105,2,10.0,15.0,2,1,1.0,1,1.0,1.0,0.0,608.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1200.0,1200.0,49,14,0.99,False,True
NCT02966093,931.0,1813.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,24,1,44.0,22.0,2,1,1.0,1,1.0,1.0,4.0,151.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,360.0,1080.0,1080,360,0.175,False,True
NCT01920568,549.0,974.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,25,1,14.0,13.0,6,1,1.0,1,0.0,1.0,2.0,487.0,False,1,0,0,0,0,0,0,1,0,1,0,0,1,,511.0,4320,14,0.68,False,True
NCT01763645,761.0,761.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,44,1,10.0,33.0,3,1,1.0,1,0.0,1.0,2.0,353.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,127.0,127.0,49,14,0.99,False,True
NCT02549404,435.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,1,3.0,8.0,1,1,0.0,1,0.0,1.0,0.0,137.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,364.0,364.0,1080,360,0.175,False,True
NCT04676412,574.0,1619.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,17,1,14.0,39.0,3,1,1.0,1,1.0,1.0,3.0,27.0,False,1,0,0,0,0,0,0,1,0,1,1,0,1,540.0,810.0,49,14,0.99,False,True
NCT02019277,1065.0,1065.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,13,1,13.0,15.0,5,1,0.0,1,1.0,1.0,0.0,50.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1080.0,1080.0,1825,365,0.99,False,True
NCT01376349,762.0,2315.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,2,3,1,278,0,16.0,27.0,2,0,1.0,1,1.0,1.0,2.0,464.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,84.0,,1825,365,0.99,False,True
NCT03476018,1205.0,1348.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,4,1,2,1,13.0,13.0,2,1,1.0,1,0.0,1.0,4.0,72.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,730.0,1095.0,1080,360,0.175,False,True
NCT02260804,787.0,1395.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,2.0,6.0,2,1,1.0,1,1.0,1.0,4.0,258.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,210.0,876.0,730,180,0.83,False,True
NCT03269344,1283.0,1283.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,0,5.0,7.0,2,0,1.0,0,0.0,1.0,4.0,65.0,True,0,0,0,1,0,0,0,1,0,0,0,0,1,91.0,91.0,4320,14,0.68,False,True
NCT03745170,914.0,1402.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,12.0,58.0,4,1,1.0,1,1.0,1.0,2.0,650.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1200.0,1200.0,4320,14,0.68,False,True
NCT03930992,1293.0,1293.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,4,1,1,1,7.0,19.0,4,0,1.0,0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,360.0,30.0,4320,14,0.68,False,True
NCT02645981,1366.0,1386.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,2,1,11.0,9.0,2,1,1.0,1,1.0,1.0,0.0,668.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1095.0,1095.0,4320,14,0.68,True,False
NCT02940925,1773.0,1776.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,1,1,11.0,11.0,2,0,1.0,0,1.0,1.0,0.0,241.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,1440,360,0.99,False,True
NCT02001506,1125.0,1125.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,3.0,4.0,1,0,1.0,0,1.0,1.0,0.0,250.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,30.0,1095.0,1825,365,0.99,False,True
NCT03825887,1064.0,1064.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,0,1,1,3.0,9.0,2,0,1.0,1,0.0,1.0,4.0,80.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,7.0,7.0,1095,730,0.65,False,True
NCT02545504,1310.0,1310.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,134,2,4.0,7.0,5,1,1.0,1,1.0,1.0,2.0,432.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,583.5,1131.8999999999999,1080,360,0.175,False,True
NCT03191786,1692.0,2235.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,91,1,16.0,1.0,3,1,1.0,1,1.0,1.0,0.0,453.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1650.0,1650.0,49,14,0.99,False,True
NCT01607957,593.0,1436.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,115,2,7.0,6.0,2,1,1.0,1,1.0,1.0,4.0,800.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,360.0,360.0,1080,360,0.175,False,True
NCT03197077,1886.0,1886.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,1,1,5.0,7.0,6,0,1.0,0,0.0,1.0,0.0,145.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,5.0,49.0,4320,14,0.68,False,True
NCT02135510,2099.0,2099.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,7,1,5.0,7.0,3,0,1.0,0,1.0,1.0,0.0,249.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0,,4320,14,0.68,False,True
NCT04466137,251.0,320.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,1,1,8.0,16.0,3,1,1.0,1,1.0,1.0,0.0,398.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,21.0,21.0,4320,14,0.68,False,True
NCT02312258,1586.0,2696.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,275,2,26.0,17.0,2,1,1.0,1,1.0,1.0,4.0,706.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1560.0,2640.0,180,90,0.598,False,True
NCT01987505,1247.0,1247.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,39,1,12.0,13.0,1,1,0.0,1,1.0,1.0,0.0,140.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,960.0,1860.0,730,180,0.83,False,True
NCT02578680,663.0,2715.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,0,1,13.0,38.0,8,1,1.0,1,1.0,1.0,4.0,616.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,630.0,630.0,49,14,0.99,False,True
NCT02029157,1308.0,1308.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,13.0,24.0,2,1,1.0,1,1.0,1.0,4.0,386.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,84.0,168.0,1080,360,0.175,False,True
NCT02454933,768.0,2898.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,13,1,10.0,33.0,2,1,1.0,1,0.0,1.0,0.0,29.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,720.0,,49,14,0.99,False,True
NCT02899299,1212.0,2341.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,109,2,6.0,14.0,5,1,1.0,1,1.0,1.0,0.0,605.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,1200.0,2280.0,4320,14,0.68,False,True
NCT03645018,364.0,364.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,1,9.0,1.0,1,0,0.0,0,0.0,1.0,0.0,1341.0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,365.0,365.0,49,14,0.99,False,True
NCT03802240,751.0,1450.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,3,1,1,1,10.0,21.0,6,1,1.0,1,0.0,1.0,4.0,492.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,720.0,1080.0,49,14,0.99,False,True
NCT02563002,1908.0,2786.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,0,1,9.0,27.0,5,1,1.0,1,1.0,1.0,0.0,307.0,False,1,0,0,0,0,0,0,1,0,1,1,0,1,1770.0,1770.0,1080,360,0.175,False,True
NCT01686152,334.0,334.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,23,0,10.0,17.0,3,1,1.0,1,0.0,1.0,4.0,589.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,98.0,,49,14,0.99,False,True
NCT01746979,1157.0,1247.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,2,2,14.0,16.0,3,1,1.0,1,1.0,1.0,2.0,693.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,730.0,730.0,1080,360,0.175,False,True
