protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT01970540,2268,2268.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,1,7,1,21.0,11.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,122,False,1,0,0,0,0,0,0,0,0,0,1,1,0,28.0,2160.0,49,14,0.99,1
NCT05810740,113,140.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,2,1,1,1,5.0,14.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,37,True,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,60.0,730,150,0.94,8
NCT03892044,1562,1562.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,8,1,1,1,0,14.0,13.0,2,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,1,0,0,28.0,1095.0,730,180,0.83,7
NCT01827644,79,79.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,6,1,1,1,12.0,31.0,6,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,36,True,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,63.0,4320,14,0.68,11
NCT06022692,729,1156.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,1,1,6.0,8.0,2,0,0.0,2.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,1080.0,4320,14,0.68,11
NCT01962792,1916,1916.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,3,1,17,2,14.0,6.0,3,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,84,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1460.0,1460.0,180,90,0.598,0
NCT01744340,1034,1156.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,2,1,4,0,20.0,13.0,2,0,0.0,2.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,365.0,49,14,0.99,1
NCT03507244,278,474.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,5.0,4.0,3,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,1,0,1,90.0,210.0,4320,14,0.68,11
NCT01381692,1237,3696.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,11,2,1,11,0,62.0,8.0,6,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,1,1,0,3650.0,3650.0,730,180,0.83,7
NCT01346540,742,2105.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,2,1,7,1,13.0,10.0,2,1,1.0,1.0,0.0,['PHASE1'],1.0,2.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,804.0,49,14,0.99,1
NCT01364844,854,854.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,3,1,1,3,0,19.0,30.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,42,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,1.0,1080,360,0.175,2
NCT05087992,698,720.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,4,1,5,2,25.0,24.0,3,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,0,390.0,390.0,4320,14,0.68,11
NCT03888092,1943,1943.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,11.0,18.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,81,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,720.0,49,14,0.99,1
NCT02849340,365,1095.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,1,1,5.0,3.0,2,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,0,0,90.0,1095.0,1080,360,0.175,2
NCT03111992,805,805.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,3,1,8,2,11.0,15.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,180,90,0.598,0
NCT01924689,1491,1491.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,5,0,12.0,31.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,730.0,4320,14,0.68,11
NCT02042989,2035,2035.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,15.0,15.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,68,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,120.0,4320,14,0.68,11
NCT04262089,897,1095.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,1,1,7.0,33.0,1,0,1.0,0.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,70.0,70.0,4320,14,0.68,11
NCT02544880,1133,1870.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,2,5,1,1,0,36.0,33.0,7,0,1.0,2.0,1.0,['PHASE1'],1.0,2.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1277.5,1277.5,49,14,0.99,1
NCT01484080,762,913.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,2,1,3,1,21.0,20.0,2,0,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,140,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,1825,365,0.99,5
NCT01957280,122,304.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,0,0,24.0,5.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,4320,14,0.68,11
NCT01983592,608,639.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,2,1,1,1,5.0,2.0,2,0,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,4.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,4320,14,0.68,11
NCT01309789,790,2219.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,3,3,1,11,2,7.0,7.0,9,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,39,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,90.0,730,180,0.83,7
NCT03042689,1598,2142.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,13.0,41.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,1095,730,0.65,4
NCT02893189,978,2074.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,2,1,1,9.0,8.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,365.0,4320,14,0.68,11
NCT04137289,1232,1356.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,5,1,18,2,34.0,32.0,1,1,0.0,1.0,0.0,['PHASE1'],1.0,0.0,110,False,1,0,0,0,0,0,0,0,0,0,0,0,1,107.0,107.0,1440,360,0.99,3
NCT02521389,606,606.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,8.0,8.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,35,True,0,0,0,0,0,0,0,0,0,0,0,0,1,150.0,150.0,4320,14,0.68,11
NCT04631029,247,805.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,1,1,5,0,35.0,52.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,60.0,49,14,0.99,1
NCT01677780,1671,1671.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,5,2,2.0,1.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,,1095,730,0.65,4
NCT04973891,92,335.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,4.0,12.0,2,0,1.0,0.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,52,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,4320,14,0.68,11
NCT02323191,2041,2041.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,12,2,2.0,5.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,221,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,1095.0,4320,14,0.68,11
NCT03872791,1174,1246.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,12,1,10.0,4.0,2,1,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,52,False,1,0,0,0,0,0,0,0,0,0,0,1,1,360.0,365.0,1825,365,0.99,5
NCT01725191,942,942.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,0,20,2,40.0,17.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,30.0,4320,14,0.68,11
NCT04887194,623,623.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,5,0,3.0,4.0,7,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,20.0,4320,14,0.68,11
NCT03043391,1597,1597.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,11,1,0,1,0,19.0,26.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0,365.0,720.0,1825,240,0.65,6
NCT01652794,730,1034.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,13,1,1,1,0,23.0,16.0,5,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,1825.0,1825,240,0.65,6
NCT01920191,943,943.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,14.0,6.0,3,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,4320,14,0.68,11
NCT02363491,1430,1430.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,4,0,40.0,21.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,96,False,1,0,0,0,0,0,0,0,0,0,0,0,1,224.0,252.0,4320,14,0.68,11
NCT02719691,1405,1405.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,7,1,1,0,39.0,0.0,2,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,47,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,30.0,1825,365,0.99,5
NCT02116894,549,639.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,17.0,56.0,2,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,1800.0,1080,360,0.175,2
NCT02407080,1358,1358.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,3,0,12.0,7.0,2,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,4320,14,0.68,11
NCT01407380,427,458.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,0,1,4,0,30.0,28.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,4320,14,0.68,11
NCT03081780,1192,1314.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,1,0,48.0,14.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,1,0,0,90.0,365.0,1095,730,0.65,4
NCT03426891,1312,1930.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,3,1,1,1,0,15.0,32.0,4,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,1,0,1,84.0,720.0,4320,1080,0.326,9
NCT02860780,278,278.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,2,1,3,2,5.0,11.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,1,0,28.0,224.0,49,14,0.99,1
NCT02375880,1126,1126.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,4,3,1,9,0,17.0,18.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,51,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1.0,1080,360,0.175,2
NCT02013362,640,1280.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,3,1,10.0,14.0,3,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,730,180,0.83,7
NCT02619162,854,1066.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,3,1,23.0,20.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,1825,365,0.99,5
NCT01680991,821,821.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,3,1,0,1,7.0,11.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,48,False,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,365.0,730,180,0.83,7
NCT01846091,2353,2422.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,11,1,1,1,0,18.0,28.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,730.0,49,14,0.99,1
NCT02404480,402,402.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,7,1,4,2,5.0,7.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,31,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,4320,14,0.68,11
NCT02929862,911,911.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,20,0,23.0,13.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,119,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,4320,14,0.68,11
NCT01987362,1456,1456.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,2,1,4,0,20.0,14.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,52,True,1,0,0,0,0,0,0,0,0,0,1,1,1,1410.0,1410.0,4320,14,0.68,11
NCT03366480,1278,1445.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,2,1,1,1,23.0,14.0,1,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,103,False,1,0,0,0,0,0,0,0,0,0,0,1,1,365.0,730.0,49,14,0.99,1
NCT02454062,1397,1674.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,5,1,9.0,4.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,120,False,1,0,0,0,0,0,0,0,0,0,0,0,0,912.5,,4320,14,0.68,11
NCT01336062,610,610.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,25.0,12.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,1,0,1,42.0,730.0,1080,360,0.175,2
NCT03291080,513,513.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,0,10,1,12.0,19.0,2,1,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4320,14,0.68,11
NCT02309580,3049,3049.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,2,0,31.0,19.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,730,180,0.83,7
NCT02071862,1854,1854.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,10,6,1,13,0,7.0,9.0,6,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,210,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,49,14,0.99,1
NCT01323062,1109,2710.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,2,0,8.0,16.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,,49,14,0.99,1
NCT02871791,1562,1834.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,1,0,45.0,28.0,3,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,0,1,0,681.0,1069.2,1825,365,0.99,5
NCT03781362,1278,1278.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,3,0,5.0,8.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,120.0,4320,14,0.68,11
NCT03150862,1332,1332.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,5,1,20,2,24.0,17.0,3,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,116,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1095.0,1095.0,4320,14,0.68,11
NCT03075462,1627,1740.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,1,1,13.0,14.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,98,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,1440.0,1825,365,0.99,5
NCT02117362,1665,1665.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,1,0,9.0,13.0,5,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,85.0,730,150,0.94,8
NCT04613492,1276,1276.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,8,2,2.0,0.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,1,1,1,180.0,365.0,4320,14,0.68,11
NCT03425292,1656,2066.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,6,1,1,0,6.0,12.0,9,0,1.0,0.0,0.0,['PHASE1'],0.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,1825.0,4320,14,0.68,11
NCT03242889,83,2010.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,1,1,5,1,26.0,6.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,1,1,365.0,365.0,180,90,0.598,0
NCT02964689,1542,1542.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,3,1,1,4,1,24.0,35.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,1,21.0,900.0,49,14,0.99,1
NCT02775292,825,825.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,3,1,2,1,0,26.0,20.0,8,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,1,5475.0,5475.0,4320,14,0.68,11
NCT03158389,1752,1752.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,7,1,13,1,17.0,13.0,7,0,1.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,228,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,180.0,4320,1080,0.326,9
NCT01520389,1430,1461.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,5,3,1,4,0,7.0,4.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,112,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,49,14,0.99,1
NCT02363829,1842,1842.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,8.0,16.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,1080,360,0.175,2
NCT03006029,825,916.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,18.0,12.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,84.0,4320,14,0.68,11
NCT02931929,862,862.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,31.0,20.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,9,False,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0,1.0,4320,14,0.68,11
NCT05344729,55,55.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,6.0,18.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,16,True,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,31.0,1825,365,0.99,5
NCT02040480,58,58.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,6,1,1,1,12.0,24.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,18,True,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,63.0,4320,14,0.68,11
NCT02473380,427,427.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,1,1,5.0,14.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,11,False,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,14.0,4320,14,0.68,11
NCT03497429,676,676.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,35.0,25.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,21.0,4320,14,0.68,11
NCT02837029,1111,1584.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,5,1,1,1,0,41.0,70.0,3,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,180.0,1080,360,0.175,2
NCT02462629,1126,1157.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,0,1,0,25.0,28.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,4320,14,0.68,11
NCT01386580,1249,1249.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,5,4,1,10,2,49.0,24.0,4,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,84,False,1,0,0,0,0,0,0,0,0,0,0,1,0,480.0,480.0,49,14,0.99,1
NCT05516329,223,377.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,7.0,12.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,49,False,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,,1080,360,0.175,2
NCT01486329,1035,1096.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,1,1,20.0,50.0,2,1,1.0,1.0,1.0,['PHASE1'],1.0,4.0,72,False,1,0,0,0,0,0,0,0,0,0,0,0,0,38.0,720.0,4320,14,0.68,11
NCT01998529,2197,2197.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,0,1,0,14.0,5.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,90.0,49,14,0.99,1
NCT01527929,579,579.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,7,1,16.0,14.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,30.0,4320,14,0.68,11
NCT02795429,1812,1835.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,5,1,17,1,5.0,20.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,89,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1204.5,1314.0,1080,360,0.175,2
NCT02555189,2562,2831.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,1,4,0,30.0,73.0,11,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,46,False,1,0,0,0,0,0,0,0,0,0,1,0,1,84.0,730.0,1080,360,0.175,2
NCT04989829,30,49.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,8.0,10.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,20,True,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4320,14,0.68,11
NCT03455829,1356,1418.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,5,1,8,0,9.0,9.0,2,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1080.0,49,14,0.99,1
NCT02987829,866,1266.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,6,1,5,0,27.0,16.0,1,1,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,72,False,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,540.0,1080,360,0.175,2
NCT02194829,2480,3046.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,2,1,5,0,19.0,56.0,3,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,1080,360,0.175,2
NCT03773380,1095,1095.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,4.0,4.0,1,0,0.0,0.0,0.0,['PHASE1'],0.0,0.0,50,False,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,49,14,0.99,1
NCT03081494,697,697.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,11,1,8.0,12.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,150.0,1080,360,0.175,2
