protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT03346161,288,288.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,10.0,8.0,5,0,1.0,1.0,0.0,['PHASE1'],1.0,0.0,120,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,180.0,1825,365,0.99,5
NCT01389661,1851,1851.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,3,1,5.0,19.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,4320,14,0.68,11
NCT03562871,899,1329.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,4,1,13,1,10.0,27.0,4,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,109,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,49,14,0.99,1
NCT04462471,1190,1190.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,6,1,1,7,0,36.0,44.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,1080,360,0.175,2
NCT03298893,1068,1561.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,3,1,15.0,34.0,3,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,1,77.0,730.0,1080,360,0.175,2
NCT04944771,282,282.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,12,1,1,1,11.0,25.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,48,True,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,14.0,4320,14,0.68,11
NCT04420871,18,47.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,9.0,6.0,2,0,2.0,1.0,1.0,['PHASE1'],1.0,0.0,48,False,1,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,4320,14,0.68,11
NCT02808793,913,913.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,25.0,21.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,85.0,85.0,4320,14,0.68,11
NCT03322293,365,577.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,0,9.0,3.0,2,0,1.0,1.0,0.0,['PHASE1'],1.0,1.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,84.0,4320,14,0.68,11
NCT02049593,1943,1943.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,2,1,1,0,15.0,22.0,5,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,44,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,360.0,4320,14,0.68,11
NCT01998971,1808,3614.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,6,1,0,2,9.0,12.0,12,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,240,False,1,0,0,0,0,0,0,0,0,0,0,1,1,30.0,750.0,180,90,0.598,0
NCT04212793,726,726.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,3,1,1,1,4.0,6.0,2,0,2.0,0.0,0.0,['PHASE1'],0.0,0.0,20,False,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,1825.0,4320,14,0.68,11
NCT02517593,1370,1370.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,2,2,7.0,7.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,151,True,0,0,1,0,0,0,0,0,0,0,0,0,0,180.0,730.0,1825,365,0.99,5
NCT04641871,1330,1330.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,4,1,17,2,23.0,41.0,4,1,1.0,1.0,1.0,['PHASE1'],1.0,0.0,78,False,1,0,0,0,0,0,0,0,0,0,1,1,0,720.0,1080.0,4320,14,0.68,11
NCT02225093,124,124.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,1,1,1,1,9.0,5.0,4,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,1,53.0,53.0,1080,360,0.175,2
NCT01469793,1491,1491.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,4,1,0,2,10.0,6.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,71,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,30.0,4320,14,0.68,11
NCT02101593,457,486.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,2,0,3.0,11.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,1080,360,0.175,2
NCT03861793,1464,1464.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,2,1,48,2,10.0,9.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,116,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,4320,14,0.68,11
NCT02836171,215,215.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,6.0,8.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,20,True,1,0,0,0,0,0,0,0,0,0,0,0,1,,,4320,14,0.68,11
NCT02026271,1522,1522.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,1,1,6,0,26.0,20.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1095.0,1095.0,4320,1080,0.326,9
NCT02392793,1428,1619.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,0,1,0,28.0,23.0,5,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,43,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,720.0,4320,14,0.68,11
NCT02269293,2381,2381.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,4,1,3,0,35.0,14.0,3,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,4320,14,0.68,11
NCT01491893,1889,3446.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,10,1,1,0,18.0,26.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,,4320,1080,0.326,9
NCT01776411,1155,1576.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,21,1,13.0,16.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,4320,14,0.68,11
NCT02022371,639,639.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,7.0,6.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,50,False,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1080,360,0.175,2
NCT04175171,62,122.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,10.0,24.0,2,1,1.0,1.0,0.0,['PHASE1'],1.0,3.0,32,True,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,84.0,1825,365,0.99,5
NCT01572493,2633,2645.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,4,1,1,0,18.0,16.0,2,0,2.0,0.0,0.0,['PHASE1'],0.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,263.0,730,180,0.83,7
NCT03363893,1857,1857.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,6,1,23,2,7.0,50.0,2,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,0.0,124,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,4320,14,0.68,11
NCT02733393,735,735.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,7.0,6.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,4320,14,0.68,10
NCT03508011,1211,1211.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,4,1,1,2,1,6.0,33.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,57,False,1,0,0,0,0,0,0,0,0,0,0,0,1,300.0,21.0,1080,360,0.175,2
NCT03994211,149,800.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,4,1,9.0,26.0,5,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,780.0,4320,14,0.68,11
NCT01385228,1491,1706.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,2,0,12.0,22.0,5,0,0.0,2.0,0.0,['PHASE1'],1.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,1,450.0,450.0,1080,360,0.175,2
NCT03536728,1662,1774.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,3,2,4,0,36.0,12.0,2,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,56,False,1,0,0,0,0,0,0,0,0,0,0,1,0,730.0,365.0,1440,360,0.99,3
NCT01900028,182,1066.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,14,1,18.0,1.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,85,False,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,240.0,4320,14,0.68,11
NCT01931761,31,31.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,3.0,4.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,True,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,4320,14,0.68,11
NCT01248611,120,243.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,1,1,11.0,10.0,1,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,4320,14,0.68,10
NCT02464761,2290,2290.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,6.0,13.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,42.0,4320,14,0.68,11
NCT01874561,214,245.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,0,5.0,1.0,3,1,1.0,1.0,0.0,['PHASE1'],1.0,4.0,155,True,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,17.0,4320,14,0.68,11
NCT02715011,1759,1759.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,0,2,6.0,7.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,62,False,1,0,0,0,0,0,0,0,0,0,0,0,1,547.5,547.5,1095,730,0.65,4
NCT03106428,1010,1010.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,3,1,14,2,10.0,15.0,1,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,67,False,1,0,0,0,0,0,0,0,0,0,1,1,1,90.0,1095.0,180,90,0.598,0
NCT03751761,1906,1906.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,26.0,20.0,1,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,58,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,,4320,14,0.68,11
NCT03411161,886,886.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,2,3,1,6,1,15.0,18.0,3,0,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1460.0,1460.0,1825,365,0.99,5
NCT03831711,972,972.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,1,0,3.0,9.0,4,0,0.0,2.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,5,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,,1825,365,0.99,5
NCT05226728,845,845.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,14.0,15.0,1,0,0.0,0.0,0.0,['PHASE1'],0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,0,540.0,,49,14,0.99,1
NCT01565928,524,2225.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,1,1,3,0,4.0,5.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,1,2100.0,2145.0,1080,360,0.175,2
NCT02312661,758,758.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,17.0,12.0,3,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,4320,14,0.68,11
NCT03538028,842,842.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,17,1,1,4,0,10.0,20.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,1,1,360.0,360.0,49,14,0.99,1
NCT03579628,1056,1417.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,5,1,11.0,13.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,15.0,4320,14,0.68,11
NCT03684811,935,1320.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,5,5,1,26,2,16.0,7.0,4,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,93,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,730.0,1825,240,0.65,6
NCT03735628,1457,1457.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,3,2,1,6,2,7.0,12.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,1,1,1,780.0,780.0,49,14,0.99,1
NCT01732861,2217,2217.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,11,2,10.0,28.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,730.0,1095,730,0.65,4
NCT01531361,3264,3264.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,5,2,1,1,0,17.0,10.0,5,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,46,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT01920061,2311,2311.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,5,1,29,2,11.0,10.0,4,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,110,False,0,0,0,0,0,0,0,0,0,0,0,1,1,540.0,842.0,4320,14,0.68,11
NCT03330561,2270,2270.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,1,10,0,37.0,29.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,85,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1080.0,1080.0,1825,365,0.99,5
NCT01617928,426,426.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,5.0,9.0,3,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,30.0,4320,14,0.68,11
NCT03027128,554,554.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,25.0,31.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,4320,14,0.68,11
NCT01711528,1434,1434.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,2,1,6,0,19.0,26.0,4,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,90.0,180,90,0.598,0
NCT01897571,2994,3064.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,6,4,2,0,2,33.0,23.0,3,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,400,False,1,0,0,0,0,0,0,0,0,0,0,1,0,2460.0,2460.0,730,180,0.83,7
NCT01268293,303,790.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,0,1,12.0,9.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT02202993,1155,1155.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,23.0,27.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,1,810.0,810.0,4320,1080,0.326,9
NCT03258593,1516,1593.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,4,1,1,0,48.0,36.0,11,0,2.0,0.0,0.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,315.0,365.0,4320,14,0.68,11
NCT02906371,1318,1794.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,2,0,1,0,41.0,7.0,3,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,80,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,28.0,1095,730,0.65,4
NCT02304393,1791,1791.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,11,2,16.0,54.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,140,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1140.0,1140.0,4320,14,0.68,11
NCT04179071,89,89.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,8.0,51.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,16,True,1,0,0,0,0,0,0,0,0,0,0,0,1,16.0,60.0,4320,14,0.68,11
NCT03822871,1306,1409.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,1,0,8.0,18.0,3,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,35.0,1080,360,0.175,2
NCT03406871,636,1036.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,1,1,23.0,34.0,2,0,0.0,2.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,365.0,4320,14,0.68,11
NCT03380871,545,1008.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,3,1,1,5,0,19.0,44.0,5,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,1,1,1,90.0,728.0,49,14,0.99,1
NCT01390571,2181,2181.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,0,1,7,1,32.0,21.0,9,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4320,14,0.68,11
NCT02903771,1239,1239.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,6,2,26.0,18.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,252.0,4320,14,0.68,11
NCT02632071,1674,1674.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,4,1,1,0,33.0,18.0,2,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,14.0,1825,365,0.99,5
NCT02229071,609,943.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,1,1,13.0,2.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,106,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT03242993,791,791.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,2,1,1,1,1,10.0,14.0,2,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,15,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49,14,0.99,1
NCT03042793,1198,1198.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,16.0,19.0,1,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,180,90,0.598,0
NCT02293993,889,1605.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,4,1,3,1,10.0,6.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,12.0,1095,730,0.65,4
NCT02652871,1163,1163.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,18.0,14.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,56.0,1095,730,0.65,4
NCT02407171,1420,1420.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,4,1,1,0,31.0,24.0,2,0,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,,49,14,0.99,1
NCT01597193,1324,2093.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,5,1,17,0,5.0,5.0,6,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,101,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1277.5,57.0,1825,365,0.99,5
NCT02764593,846,2091.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,4,1,11,0,34.0,14.0,4,0,2.0,1.0,1.0,['PHASE1'],0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,49,14,0.99,1
NCT01746771,1003,1003.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,9.0,12.0,3,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,44,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,63.0,4320,14,0.68,11
NCT02282371,2549,2549.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,6,0,20.0,35.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,49,14,0.99,1
NCT02199171,1188,1188.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,1,0,18.0,14.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,365.0,1440,360,0.99,3
NCT01946711,2350,2854.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,2,1,4,1,10.0,13.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,182.0,4320,14,0.68,11
NCT01905111,396,396.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,2,1,10.0,9.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,360.0,4320,14,0.68,11
NCT03708211,250,250.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,4,1,4,1,8.0,7.0,3,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,20,False,0,0,0,0,0,0,0,0,0,0,0,1,1,16.0,240.0,4320,14,0.68,11
NCT03309111,2242,2242.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,20,2,11.0,7.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,81,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,1800.0,180,90,0.598,0
NCT03080311,1226,1251.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,2,0,21.0,29.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,49,14,0.99,1
NCT01877811,2009,2071.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,14,0,17.0,17.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,143,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,4320,14,0.68,11
NCT02392611,940,940.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,9,1,0,0,13.0,11.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,730,180,0.83,7
NCT01682811,1320,1578.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,7,1,1,0,10.0,9.0,7,0,2.0,2.0,0.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,365.0,4320,14,0.68,11
NCT02430311,413,688.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,3,1,13.0,24.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,,4320,14,0.68,11
NCT01335893,1310,1323.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,6.0,8.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,49,14,0.99,1
NCT02668393,1360,1360.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,4,1,4,1,5.0,3.0,5,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,49,14,0.99,1
NCT04548193,1095,1095.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,2,1,1,0,14.0,8.0,4,0,1.0,1.0,1.0,['PHASE1'],1.0,0.0,49,True,0,0,0,1,0,0,0,0,0,0,0,0,0,180.0,180.0,4320,14,0.68,11
NCT01801111,491,1590.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,84,2,14.0,18.0,2,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,138,False,1,0,0,0,0,0,0,0,0,0,1,1,1,912.5,1460.0,49,14,0.99,1
