protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE1
NCT00987493,1673.0,2404.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,16,1,59.0,10.0,3,0,0.0,1.0,0.0,0.0,0.0,49.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1095.0,1095.0,0.83,True,False
NCT02776813,1290.0,1290.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,7,0,41.0,28.0,2,1,0.0,1.0,1.0,0.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,1800.0,0.83,False,True
NCT00771472,1064.0,1064.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,0,1,4.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,506.0,1.0,0.83,False,True
NCT01276717,912.0,1461.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,2,0,18.0,17.0,2,0,0.0,0.0,1.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,,0.83,False,True
NCT00446095,1096.0,1279.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,11,0,7.0,20.0,1,1,0.0,1.0,1.0,0.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,812.0,812.0,0.83,True,False
NCT00047164,2922.0,2983.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,0,1,1,0,93.0,10.0,1,0,0.0,1.0,0.0,0.0,0.0,89.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00989586,2038.0,2191.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,1,0,29.0,10.0,8,0,0.0,2.0,1.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,True,False
NCT01949883,1567.0,1567.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,0,1,9.0,35.0,1,1,0.0,1.0,0.0,0.0,0.0,64.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,360.0,0.83,False,True
NCT00725634,821.0,1917.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,3,2,1,3,0,48.0,22.0,2,1,1.0,1.0,0.0,0.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,84.0,0.598,False,True
NCT00374699,1249.0,1279.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,1,18.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,55.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT00004162,1310.0,1310.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,8,1,1,0,7.0,10.0,4,0,1.0,1.0,1.0,0.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00028613,214.0,214.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,0,1,1,0,14.0,34.0,1,0,0.0,1.0,1.0,0.0,0.0,2.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00182650,1369.0,1369.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,0,2,1,0,48.0,10.0,4,0,0.0,1.0,0.0,0.0,0.0,5.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00244946,2132.0,3287.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,2,1,0,37.0,10.0,6,0,0.0,0.0,0.0,0.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,720.0,0.83,False,True
NCT00244985,1065.0,2648.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,1,0,53.0,10.0,2,0,0.0,1.0,1.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,140.0,730.0,0.83,True,False
NCT00134082,2618.0,2618.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,33.0,10.0,4,0,0.0,1.0,0.0,0.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,2190.0,0.83,True,False
NCT00334438,823.0,1918.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,2,0,50.0,10.0,4,0,0.0,1.0,1.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,1825.0,0.83,False,True
NCT00893464,1887.0,1887.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,7,2,12.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,14.0,0.83,False,True
NCT00598169,2526.0,2557.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,17,0,32.0,40.0,8,0,0.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,365.0,0.83,False,True
NCT00392691,2253.0,2404.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,10,1,31.0,10.0,5,0,0.0,1.0,0.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,100.0,0.83,False,True
NCT00058292,2252.0,3256.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,2,3,0,41.0,10.0,8,0,0.0,1.0,0.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,0.83,False,True
NCT00572013,965.0,4147.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,1,0,9.0,4.0,3,0,0.0,1.0,1.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,100.0,,0.83,True,False
NCT01120834,943.0,2241.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,1,0,15.0,14.0,2,0,0.0,1.0,0.0,0.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT00031642,1400.0,2251.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,0,1,1,0,27.0,26.0,2,0,0.0,1.0,0.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT02187133,2157.0,2157.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,3,0,20.0,22.0,3,0,0.0,0.0,1.0,0.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,730.0,0.83,False,True
NCT00002687,3072.0,3072.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,0,1,1,0,56.0,10.0,1,0,0.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01421173,1492.0,1492.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,1,2,1,0,18.0,10.0,9,0,0.0,1.0,0.0,0.0,0.0,78.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,0.83,False,True
NCT00791011,881.0,1277.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,6,7,1,0,1,4.0,13.0,3,1,1.0,1.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,,21.0,0.83,False,True
NCT00634179,2830.0,2830.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,45.0,20.0,6,0,0.0,0.0,1.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0,730.0,0.83,True,False
NCT02756247,2341.0,2341.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,1,1,6,0,29.0,32.0,2,0,0.0,1.0,0.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.83,False,True
NCT01527422,1765.0,1885.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,0,1,1,1,9.0,12.0,1,0,0.0,2.0,1.0,0.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,0.83,True,False
NCT01078142,2775.0,2775.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,1,16.0,22.0,1,0,0.0,2.0,1.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,730.0,0.83,True,False
NCT03682796,1129.0,1129.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,7,2,1,7,2,6.0,9.0,1,1,2.0,1.0,0.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,730.0,0.83,False,True
NCT00741871,1187.0,1187.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,0,1,1,0,1.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT02603445,967.0,967.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,7,2,6.0,24.0,2,1,0.0,1.0,0.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,720.0,720.0,0.83,False,True
NCT02877550,1168.0,1904.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,6,1,16.0,34.0,2,0,0.0,1.0,1.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,912.5,0.83,False,True
NCT03806179,1404.0,1404.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,3,2,1,2,1,21.0,22.0,2,1,2.0,1.0,0.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,750.0,0.83,False,True
NCT00968760,3230.0,3230.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,1,0,28.0,5.0,8,0,0.0,1.0,0.0,0.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,0.83,False,True
NCT02059239,2021.0,2203.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,1,0,14.0,8.0,9,0,1.0,1.0,1.0,0.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,74.0,730.0,0.83,True,False
NCT00586703,2922.0,3136.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,10.0,4.0,1,0,0.0,2.0,1.0,0.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,56.0,2555.0,0.83,False,True
NCT00586690,2922.0,3106.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,1,0,9.0,4.0,2,0,0.0,2.0,1.0,0.0,0.0,47.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,150.0,2920.0,0.83,False,True
NCT00517530,2253.0,2253.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,8,1,0,1,9.0,8.0,1,1,1.0,1.0,0.0,0.0,0.0,134.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1095.0,1460.0,0.83,True,False
NCT03730363,155.0,155.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,0,14.0,18.0,1,0,0.0,2.0,1.0,0.0,0.0,1.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,21.0,112.0,0.83,False,True
NCT03925935,561.0,916.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,9,0,24.0,8.0,1,1,2.0,1.0,1.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,365.0,0.83,False,True
NCT03381768,792.0,792.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,10.0,9.0,2,0,0.0,2.0,1.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.83,False,True
NCT02432235,1480.0,1480.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,12,1,12,2,18.0,31.0,1,1,2.0,1.0,0.0,0.0,0.0,133.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,354.0,360.0,0.83,False,True
NCT01022255,1369.0,1369.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,1,1,0,0,12.0,8.0,1,1,0.0,1.0,0.0,0.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,210.0,480.0,0.83,False,True
NCT01306643,1642.0,1642.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,1,1,2,0,3.0,4.0,1,1,0.0,1.0,0.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.83,True,False
NCT01275209,455.0,455.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,12,2,9.0,12.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.83,False,True
NCT00963274,1543.0,2909.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,5,0,98.0,10.0,2,0,0.0,1.0,1.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,False,True
NCT02613598,1852.0,1852.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,15.0,14.0,2,0,0.0,1.0,1.0,0.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,,0.83,False,True
NCT03722147,515.0,1236.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,10.0,31.0,1,1,0.0,1.0,0.0,0.0,0.0,94.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,730.0,0.83,True,False
NCT00644072,480.0,1196.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,0,13.0,4.0,1,0,0.0,1.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01794104,1189.0,1715.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,2,1,1,1,0,24.0,9.0,1,0,0.0,1.0,0.0,0.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00901615,682.0,2512.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,4,1,1,5,1,13.0,26.0,1,0,0.0,1.0,1.0,0.0,0.0,108.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,42.0,2555.0,0.83,True,False
NCT03057418,1279.0,1279.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,3,1,29.0,33.0,1,1,0.0,1.0,1.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,497.0,0.83,False,True
NCT01240577,643.0,643.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,0,19.0,4.0,1,0,0.0,1.0,0.0,0.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT03343652,669.0,1035.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,7.0,6.0,2,0,0.0,0.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,90.0,360.0,0.83,True,False
NCT02631577,1027.0,1742.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,2,1,16,2,14.0,28.0,3,1,1.0,1.0,0.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,1770.0,0.83,True,False
NCT01657331,2831.0,2831.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,3,2,19.0,16.0,3,0,0.0,1.0,1.0,0.0,0.0,71.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1095.0,0.83,True,False
NCT00001572,912.0,5024.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,3,0,1,1,0,2.0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01950273,816.0,816.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,29,1,27.0,23.0,2,1,1.0,1.0,0.0,1.0,2.0,95.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,120.0,0.83,False,True
NCT01950364,334.0,577.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,0,1,6.0,8.0,2,1,1.0,1.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,30.0,0.83,False,True
NCT00930514,1399.0,1399.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,6,1,0,1,7.0,4.0,5,1,1.0,1.0,0.0,0.0,0.0,281.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,870.0,870.0,0.83,False,True
NCT00677105,1492.0,1492.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,0,1,6.0,8.0,1,1,0.0,1.0,1.0,0.0,0.0,92.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01051635,2704.0,2704.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,1,0,32.0,4.0,2,0,1.0,1.0,0.0,1.0,0.0,55.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1.0,0.83,False,True
NCT03302728,1068.0,1068.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,1,1,1,1,25.0,22.0,2,0,0.0,1.0,1.0,0.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,490.0,490.0,0.83,False,True
NCT00486135,1949.0,1949.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,3,1,4,2,17.0,15.0,2,1,0.0,1.0,0.0,0.0,0.0,118.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00670592,1798.0,1798.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,28,2,10.0,8.0,1,1,0.0,1.0,0.0,0.0,0.0,111.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.83,True,False
NCT00889408,231.0,231.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,2,3,0,21.0,8.0,1,0,0.0,1.0,1.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,730.0,0.83,False,True
NCT03343665,871.0,871.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,6.0,6.0,1,0,0.0,0.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,360.0,360.0,0.83,True,False
NCT00466583,1553.0,1553.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,3,0,6.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,52.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT02429375,2128.0,2128.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,15.0,12.0,1,0,0.0,1.0,0.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.83,True,False
NCT02572167,852.0,2182.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,13,0,2.0,5.0,2,1,0.0,1.0,0.0,0.0,0.0,93.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,867.0,2079.0,0.83,True,False
NCT00126646,1369.0,1461.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,1,0,69.0,10.0,3,1,0.0,1.0,0.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT02665650,975.0,1034.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,18,2,6.0,13.0,2,1,0.0,1.0,1.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,270.0,900.0,0.83,False,True
NCT03144583,1916.0,1916.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,2,2,1,18.0,25.0,1,0,0.0,2.0,1.0,0.0,0.0,50.0,False,0,0,0,0,0,0,0,0,0,0,1,0,1,1095.0,1095.0,0.83,False,True
NCT00295932,4471.0,4471.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,8,0,55.0,10.0,4,0,1.0,1.0,0.0,1.0,0.0,79.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,730.0,730.0,0.83,True,False
NCT01056679,1461.0,2132.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,1,5.0,4.0,4,0,0.0,0.0,1.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,730.0,0.83,False,True
NCT02164006,690.0,690.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,4,0,4.0,3.0,1,1,0.0,1.0,1.0,0.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,365.0,0.83,False,True
NCT02142530,882.0,1188.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,5,1,1,3,0,23.0,21.0,2,0,0.0,0.0,1.0,0.0,0.0,19.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,56.0,0.83,False,True
NCT00571493,3123.0,3123.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,15.0,9.0,2,0,0.0,1.0,1.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,420.0,1825.0,0.83,True,False
NCT00004898,1369.0,1369.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,2,1,0,3.0,10.0,5,0,0.0,1.0,1.0,0.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT01786135,911.0,1476.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,5,1,2,6,0,6.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,64.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,30.0,365.0,0.83,False,True
NCT00606645,852.0,852.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,4,0,19.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.83,False,True
NCT01221571,943.0,974.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,3,2,20.0,14.0,1,1,0.0,1.0,1.0,0.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.83,False,True
NCT00005580,2891.0,2891.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,0,1,3,0,61.0,10.0,2,0,2.0,1.0,0.0,0.0,0.0,54.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01453504,2403.0,2403.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,1,1,4.0,3.0,2,0,1.0,0.0,0.0,1.0,2.0,73.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,0.83,True,False
NCT00003217,2406.0,3106.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,0,14,2,7.0,10.0,7,0,0.0,1.0,1.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT03357627,1264.0,1264.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,3,1,15,2,10.0,26.0,2,1,2.0,1.0,0.0,0.0,0.0,43.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,390.0,540.0,0.83,False,True
NCT01397825,1276.0,1884.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,4,5,1,0,2,11.0,27.0,3,1,1.0,1.0,0.0,0.0,0.0,45.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1898.0,1898.0,0.83,True,False
NCT00792467,881.0,943.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,22.0,14.0,1,1,0.0,1.0,1.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,450.0,0.83,True,False
NCT00794638,485.0,546.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,0,1,0,1,16.0,9.0,2,1,0.0,1.0,1.0,0.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01169636,2298.0,2298.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,3,2,1,0,17.0,27.0,6,0,0.0,1.0,0.0,1.0,0.0,62.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2190.0,480.0,0.83,True,False
NCT00315731,1344.0,3744.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,0,1,18.0,18.0,1,1,0.0,1.0,0.0,0.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,7.0,2970.0,0.83,False,True
NCT01445522,1308.0,1308.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,2,0,16.0,9.0,2,0,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT03013933,1847.0,1847.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,2,1,0,35.0,24.0,5,0,0.0,1.0,1.0,0.0,0.0,29.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,21.0,730.0,0.83,False,True
NCT00434629,3011.0,3011.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,0,1,1,0,11.0,13.0,1,0,0.0,1.0,1.0,0.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0,1825.0,0.83,False,True
NCT00221325,1736.0,2161.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,4,0,12.0,5.0,1,0,0.0,1.0,1.0,0.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.83,False,True
NCT00596804,1340.0,1340.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,3,0,1,3,1,13.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,True,False
NCT00002681,2984.0,3075.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,0,1,1,0,37.0,10.0,2,0,0.0,1.0,0.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
