protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE1
NCT02961881,1445.0,1445.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,1,1,17,2,29.0,24.0,1,1,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,119.0,119.0,0.83,False,True
NCT00644124,1309.0,1309.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,1,1,3.0,16.0,1,1,1.0,1.0,0.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.83,False,True
NCT01458366,2483.0,3179.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,5,1,1,0,30.0,28.0,7,0,2.0,1.0,1.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,56.0,730.0,0.83,True,False
NCT02581878,1452.0,1467.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,5,1,4,1,17.0,38.0,1,1,0.0,1.0,1.0,0.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,,0.83,False,True
NCT00722488,1856.0,1918.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,1,1,2,0,11.0,7.0,1,1,0.0,1.0,0.0,0.0,0.0,56.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,0.598,False,True
NCT01491841,1848.0,1935.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,3,1,1,0,15.0,17.0,2,0,2.0,2.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1460.0,1825.0,0.83,False,True
NCT00992758,4759.0,4759.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,0,1,13.0,21.0,1,1,0.0,1.0,0.0,0.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,180.0,0.83,False,True
NCT00271050,730.0,1643.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,1,0,34.0,17.0,1,0,0.0,1.0,0.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,0.83,False,True
NCT03192202,989.0,989.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,4,1,1,0,16.0,17.0,1,0,2.0,2.0,1.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.83,True,False
NCT00536835,775.0,775.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,3,1,11.0,13.0,1,1,0.0,1.0,0.0,0.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,0.83,False,True
NCT00354926,915.0,915.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,11,0,25.0,13.0,1,1,0.0,1.0,0.0,0.0,0.0,67.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,300.0,,0.83,False,True
NCT01403948,2297.0,2403.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,12,1,10.0,11.0,1,1,2.0,1.0,0.0,0.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,36.0,360.0,0.83,False,True
NCT02453087,1438.0,1438.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,3,1,7,0,15.0,27.0,3,1,1.0,1.0,0.0,0.0,0.0,66.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,365.0,1241.0,0.83,False,True
NCT01060384,2402.0,2835.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,2,0,23.0,9.0,2,0,0.0,1.0,1.0,0.0,0.0,46.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,210.0,730.0,0.83,True,False
NCT00412243,2223.0,2223.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,3,1,1,1,0,7.0,5.0,2,0,0.0,1.0,0.0,0.0,0.0,51.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,0.83,True,False
NCT00575068,243.0,3226.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,4,0,9.0,23.0,1,1,0.0,1.0,0.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT02567656,912.0,1196.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,8,0,7.0,12.0,1,1,0.0,1.0,0.0,0.0,0.0,58.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,720.0,0.83,False,True
NCT03892421,1031.0,1121.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,1,9.0,9.0,5,0,0.0,0.0,0.0,0.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,63.0,360.0,0.83,True,False
NCT01742988,2869.0,2869.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,11,13,1,11,0,8.0,23.0,3,1,1.0,1.0,0.0,0.0,0.0,106.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,0.83,False,True
NCT01564251,2120.0,2120.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,4,1,7,2,14.0,17.0,2,1,1.0,1.0,0.0,0.0,0.0,104.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,1825.0,0.83,False,True
NCT01454076,1238.0,1680.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,2,5,1,0,0,9.0,24.0,7,1,2.0,1.0,0.0,1.0,0.0,112.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,693.5,0.83,False,True
NCT01703481,1846.0,1846.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,8,1,0,2,8.0,12.0,4,1,1.0,1.0,1.0,0.0,0.0,188.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,0.83,False,True
NCT04152148,862.0,862.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,4,1,1,1,9.0,9.0,4,1,2.0,1.0,0.0,0.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,154.0,,0.83,False,True
NCT01992653,1846.0,1846.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,8,1,11,2,21.0,22.0,7,1,1.0,1.0,0.0,0.0,0.0,85.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1825.0,2190.0,0.83,True,False
NCT02055820,1319.0,2049.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,52,2,15.0,0.0,7,1,1.0,1.0,0.0,1.0,0.0,267.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,1080.0,0.83,True,False
NCT00533728,519.0,547.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,0,1,1,1,8.0,6.0,1,1,0.0,1.0,0.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT03028103,948.0,977.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,5,1,1,3,0,59.0,23.0,4,1,0.0,1.0,0.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,16.0,730.0,0.83,False,True
NCT00470405,1095.0,1279.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,0,9.0,31.0,2,0,0.0,1.0,1.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01198665,1614.0,1614.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,1,1,5,1,12.0,9.0,1,0,0.0,0.0,1.0,0.0,0.0,46.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,,0.83,True,False
NCT01900509,1004.0,1004.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,1,0,1,0,23.0,6.0,5,0,0.0,1.0,0.0,0.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,120.0,0.83,False,True
NCT00825149,2464.0,2464.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,6,1,0,1,9.0,7.0,7,1,1.0,1.0,0.0,1.0,0.0,137.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,2385.0,2385.0,0.83,False,True
NCT00048555,486.0,2922.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,22,0,7.0,8.0,1,1,0.0,1.0,0.0,0.0,0.0,90.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT00978523,1553.0,1553.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,1,1,3,2,24.0,29.0,1,1,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.83,False,True
NCT00549185,1553.0,1553.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,1,0,5.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,,,0.83,False,True
NCT01844583,405.0,1169.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,0,0,6.0,21.0,3,1,0.0,1.0,0.0,1.0,0.0,55.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,328.0,0.83,False,True
NCT00413075,1887.0,1887.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,6,2,34.0,15.0,1,1,0.0,1.0,0.0,0.0,0.0,121.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01969669,274.0,274.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,3,0,5.0,13.0,2,1,0.0,1.0,0.0,0.0,0.0,12.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,30.0,0.83,False,True
NCT00556699,1066.0,1066.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,0,1,8.0,19.0,2,1,0.0,1.0,0.0,0.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,,,0.83,False,True
NCT00477945,1280.0,1280.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,0,1,1,0,24.0,5.0,1,0,0.0,1.0,1.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,365.0,0.83,False,True
NCT02155582,784.0,947.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,0,1,17.0,7.0,1,1,1.0,1.0,0.0,1.0,0.0,63.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,False,True
NCT02242045,85.0,1112.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,6,1,1,0,1,14.0,22.0,1,1,0.0,1.0,0.0,0.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,1095.0,0.83,False,True
NCT00151320,2282.0,3401.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,4,0,15.0,6.0,1,0,0.0,1.0,0.0,0.0,0.0,76.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,,0.83,True,False
NCT01032681,1523.0,1857.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,3,1,5,1,14.0,25.0,3,1,1.0,1.0,0.0,0.0,0.0,66.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,365.0,0.83,False,True
NCT00546793,1886.0,1886.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,18,1,1,5,0,3.0,4.0,1,1,0.0,1.0,0.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.83,True,False
NCT02541565,1120.0,1120.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,10,1,1,1,0,20.0,30.0,7,0,0.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,90.0,1825.0,0.83,False,True
NCT00655837,671.0,671.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,9,0,6.0,7.0,3,1,0.0,1.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,300.0,42.0,0.83,False,True
NCT00234169,822.0,822.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,1,11.0,9.0,1,0,1.0,0.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.598,True,False
NCT00290004,457.0,457.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,0,1,4,0,6.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT00078637,943.0,1127.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,0,0,9.0,21.0,1,1,0.0,1.0,0.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01445535,808.0,4300.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,4,1,1,1,0,10.0,0.0,7,0,2.0,0.0,0.0,0.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,154.0,1825.0,0.83,False,True
NCT01722305,1152.0,2289.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,6,1,1,7,0,17.0,19.0,4,0,0.0,1.0,0.0,0.0,0.0,29.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,730.0,0.83,False,True
NCT01169298,1249.0,1268.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,6,1,12.0,46.0,1,1,0.0,1.0,1.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,912.5,912.5,0.83,False,True
NCT01580371,1400.0,1492.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,1,1,1,1,9.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,56.0,0.598,False,True
NCT01767766,1851.0,1851.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,1,1,7,0,3.0,7.0,1,1,0.0,1.0,1.0,0.0,0.0,90.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,365.0,0.83,False,True
NCT01953692,2408.0,2408.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,7,9,1,0,1,8.0,27.0,3,1,1.0,1.0,0.0,0.0,0.0,197.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2355.0,2355.0,0.598,False,True
NCT00500058,947.0,947.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,2,0,26.0,24.0,2,1,0.0,1.0,0.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,84.0,0.83,False,True
NCT03877055,1304.0,1304.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,6,0,18.0,24.0,2,0,2.0,1.0,0.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.83,True,False
NCT03019055,715.0,1408.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,4,1,1,0,40.0,50.0,4,0,2.0,0.0,1.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.83,False,True
NCT02809573,880.0,880.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,25.0,24.0,5,1,0.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,147.0,0.83,False,True
NCT01846390,1009.0,1814.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,2,1,1,6,1,24.0,25.0,4,0,0.0,1.0,1.0,0.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1440.0,1440.0,0.83,False,True
NCT03036904,1739.0,1739.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,6,0,18.0,29.0,7,0,0.0,1.0,1.0,0.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,720.0,0.83,False,True
NCT02593045,1644.0,1644.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,5,2,25.0,19.0,1,1,0.0,1.0,0.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,0.83,False,True
NCT01535924,2568.0,2568.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,6,1,1,2,0,36.0,10.0,2,0,0.0,2.0,1.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,1825.0,0.83,True,False
NCT00410982,2101.0,2101.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,3,1,1,1,0,17.0,9.0,6,0,0.0,1.0,0.0,0.0,0.0,145.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,115.0,,0.598,False,True
NCT01647971,1016.0,1016.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,7,1,1,8,0,7.0,6.0,1,1,0.0,1.0,1.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,84.0,0.83,True,False
NCT02192021,1718.0,1736.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,25.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,63.0,360.0,0.83,False,True
NCT01401530,1492.0,1645.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,0,1,8.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1460.0,0.83,False,True
NCT00406809,3622.0,3622.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,6,4,1,12,2,39.0,11.0,1,1,2.0,1.0,0.0,0.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,0.83,True,False
NCT01280526,670.0,1155.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,4,1,8,1,15.0,30.0,4,0,0.0,1.0,1.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,42.0,90.0,0.83,True,False
NCT00043420,1520.0,1520.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,8,1,0,1,1.0,0.0,8,1,0.0,1.0,0.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,,0.83,True,False
NCT02181218,1513.0,1969.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,3,1,2,0,25.0,37.0,5,0,0.0,1.0,1.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1110.0,365.0,0.83,False,True
NCT03900377,527.0,697.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,14,1,38.0,53.0,1,1,1.0,1.0,1.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,252.0,252.0,0.83,True,False
NCT00888927,1219.0,1219.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,4,1,5,0,17.0,16.0,1,1,2.0,1.0,0.0,0.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,365.0,0.83,True,False
NCT00554827,1614.0,1645.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,10,0,15.0,21.0,3,1,0.0,1.0,0.0,0.0,0.0,55.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,180.0,5.0,0.83,False,True
NCT03141203,1846.0,2264.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,6,2,13,1,22.0,24.0,2,0,0.0,1.0,1.0,0.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,1080.0,0.83,True,False
NCT03383055,967.0,967.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,1,0,11.0,5.0,1,0,1.0,1.0,0.0,0.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,365.0,0.598,False,True
NCT01877382,2646.0,2702.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,5,0,32.0,21.0,2,1,2.0,1.0,0.0,0.0,0.0,107.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,2555.0,30.0,0.83,False,True
NCT03212937,1584.0,1584.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,1,37.0,7.0,2,0,0.0,1.0,0.0,0.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,21.0,730.0,0.83,False,True
NCT02343718,827.0,1302.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,1,0,6,1,49.0,24.0,2,0,0.0,1.0,1.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1460.0,,0.83,False,True
NCT00955786,730.0,1249.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,0,0,13.0,12.0,1,1,0.0,1.0,0.0,0.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,60.0,0.83,False,True
NCT02013362,640.0,1280.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,3,1,10.0,14.0,3,1,0.0,1.0,1.0,0.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,0.83,True,False
NCT00935844,669.0,761.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,3,0,13.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,0.83,False,True
NCT01588678,791.0,791.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,0,19.0,33.0,1,1,0.0,1.0,0.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,0.83,False,True
NCT01676831,1065.0,1335.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,1,0,16.0,33.0,2,0,0.0,1.0,1.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,168.0,0.83,True,False
NCT00916630,2434.0,2434.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,3,0,23.0,12.0,1,0,0.0,0.0,1.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2190.0,2190.0,0.83,False,True
NCT04232826,352.0,1021.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,2,1,54.0,28.0,1,1,0.0,1.0,0.0,0.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,720.0,0.83,False,True
NCT01336920,1380.0,2445.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,5,1,1,3,0,24.0,15.0,1,0,0.0,1.0,1.0,0.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.83,False,True
NCT01839097,975.0,975.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,8,0,6.0,10.0,2,1,0.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0,126.0,0.83,False,True
NCT01435863,1308.0,1399.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,0,1,13.0,10.0,3,1,0.0,1.0,0.0,0.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,112.0,2.0,0.83,False,True
NCT03283202,664.0,1169.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,15,2,57.0,29.0,5,1,0.0,1.0,1.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,126.0,720.0,0.83,False,True
NCT02014129,469.0,2072.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,2,3,1,1,1,11.0,10.0,1,1,1.0,1.0,0.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,32.0,720.0,0.83,False,True
NCT01898078,232.0,1288.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,0,0,9.0,16.0,1,1,2.0,1.0,0.0,1.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,225.0,0.83,False,True
NCT01689220,487.0,730.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,12.0,10.0,2,1,0.0,1.0,0.0,0.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,112.0,2.0,0.83,False,True
NCT00438880,2191.0,3683.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,12,1,1,2,0,18.0,33.0,7,0,0.0,1.0,0.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,90.0,365.0,0.83,True,False
NCT03527147,1016.0,1016.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,4,1,12,2,25.0,0.0,6,1,1.0,1.0,1.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,365.0,365.0,0.83,False,True
NCT00924326,2416.0,4656.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,4,10,1,1,0,35.0,35.0,6,0,2.0,0.0,0.0,0.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,3030.0,0.83,True,False
NCT02992483,695.0,695.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,8,2,3.0,5.0,1,1,0.0,1.0,0.0,0.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,730.0,730.0,0.598,False,True
NCT00561418,1827.0,2008.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,74.0,10.0,2,0,0.0,0.0,1.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1095.0,1825.0,0.83,False,True
NCT02076451,668.0,668.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,4,1,1,0,23.0,19.0,1,1,0.0,1.0,0.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,0.83,False,True
NCT03322384,768.0,812.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,0,28.0,20.0,3,0,0.0,0.0,1.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.83,True,False
NCT01132911,338.0,338.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,0,0,1,0,6.0,10.0,2,0,0.0,1.0,0.0,0.0,0.0,5.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.65,False,True
